683,Female,0.204926516,0.5,4,0,NO
191,Female,0.438987787,-0.5,3,0.385650224,NO
128,Male,0.055216311,1.5,5,0,NO
549,Female,0.639670876,1.5,5,0.605381166,YES
133,Male,0,-0.5,3,0,NO
523,Male,0.1764645,-0.5,3,0,NO
655,Female,0.376423101,-1.5,2,0.035874439,NO
609,Female,0.331504864,1.5,5,0.179372197,NO
38,Female,0.479196854,-1.5,2,0.35426009,NO
604,Male,0.832643345,2.5,6,0.704035874,YES
834,Female,0.497412544,-0.5,3,0.107623318,NO
309,Male,0.288035603,0.5,4,0.098654709,NO
912,Male,0.060494722,2.5,6,0.035874439,NO
169,Female,0.085386048,2.5,6,0,NO
444,Male,0.17703374,-0.5,3,0,NO
924,Female,0.396243014,1.5,5,0.340807175,NO
410,Female,0.580262886,2.5,6,0.475336323,NO
333,Female,0.187280066,2.5,6,0,NO
612,Male,0.479041606,-0.5,3,0.219730942,NO
773,Female,0.216311323,1.5,5,0.295964126,NO
725,Female,0.145156282,1.5,5,0,NO
261,Male,0.304543573,2.5,6,0,NO
906,Female,0.133202236,0.5,4,0,NO
672,Female,0.563961913,-0.5,3,0.605381166,NO
421,Male,0.210618919,2.5,6,0,NO
666,Female,0.232250052,2.5,6,0.049327354,NO
501,Female,0.55645829,1.5,5,0.071748879,NO
83,Female,0.437280066,0.5,4,0.533632287,NO
576,Male,0.496067067,0.5,4,0.421524664,NO
195,Male,0.226557649,-0.5,3,0,NO
166,Male,0.119540468,2.5,6,0,NO
762,Female,0.186710826,0.5,4,0,NO
625,Male,0.174756779,1.5,5,0.098654709,NO
430,Female,0.013661768,-1.5,2,0,NO
481,Female,0.280790727,0.5,4,0.183856502,NO
489,Female,0.796781205,0.5,4,0.753363229,YES
761,Female,0.192247982,2.5,6,0.358744395,NO
667,Female,0.185003105,1.5,5,0,NO
248,Female,0.457565721,-0.5,3,0.206278027,NO
831,Male,0.460101428,0.5,4,0.035874439,NO
704,Female,0.636772925,2.5,6,0.511210762,NO
48,Female,0.749068516,1.5,5,0.547085202,YES
870,Female,0.387549162,0.5,4,0.107623318,NO
469,Male,0.659232043,1.5,5,0.439461883,NO
295,Male,0.331867108,0.5,4,0,NO
158,Male,0.856551439,1.5,5,1,YES
558,Male,0.485458497,1.5,5,0.206278027,NO
502,Male,0,1.5,5,0,NO
215,Male,0.166787415,2.5,6,0.098654709,NO
946,Female,0.397071,2.5,6,0.170403587,NO
404,Female,0.220865245,1.5,5,0.098654709,NO
792,Female,0.456737735,-0.5,3,0.426008969,YES
