1135,Female,0.226029149,0.5,4,0.243589744,NO
1630,Male,0.219943748,-0.5,3,0.047008547,NO
954,Male,0.720531833,2.5,6,0.85042735,YES
1187,Male,0.23794426,-1.5,2,0.047008547,NO
460,Female,0.327946817,2.5,6,0.141025641,NO
1222,Female,0.619585784,1.5,5,0.730769231,YES
1047,Female,0.320071593,1.5,5,0.188034188,NO
607,Male,0.247507031,0.5,4,0.094017094,NO
1107,Female,0.272820251,-0.5,3,0.047008547,NO
783,Female,0.074252109,2.5,6,0.047008547,NO
1645,Female,0.26417796,-0.5,3,0.205128205,NO
1748,Male,0.247507031,-0.5,3,0.094017094,NO
478,Female,0.524725134,2.5,6,0.384615385,NO
1066,Female,0.714088468,1.5,5,0.777777778,YES
1402,Female,0.395602148,2.5,6,0.081196581,NO
419,Female,0.242751215,0.5,4,0.162393162,NO
172,Female,0.284633086,2.5,6,0.188034188,NO
1271,Male,0.758373817,-0.5,3,0.414529915,NO
1198,Male,0.074252109,-0.5,3,0.047008547,NO
1698,Female,0.641063667,2.5,6,0.487179487,NO
1617,Male,0.150498594,0.5,4,0.209401709,NO
1210,Female,0.151316799,1.5,5,0,NO
461,Male,0.306008693,0.5,4,0,NO
278,Female,0.257069803,2.5,6,0.047008547,NO
1585,Male,0.237841984,0.5,4,0.196581197,NO
387,Male,0.16087957,-0.5,3,0,NO
1746,Male,0.168754794,-0.5,3,0.047008547,NO
1104,Female,0.363845564,-0.5,3,0.14957265,NO
385,Male,0.094502685,-0.5,3,0,NO
1722,Female,0.118128356,2.5,6,0.141025641,NO
433,Female,0.231756584,0.5,4,0.047008547,NO
455,Female,0.190130401,-0.5,3,0,NO
452,Female,0.497161851,2.5,6,0.337606838,NO
1335,Female,0.416722066,0.5,4,0.102564103,NO
71,Female,0.394783943,2.5,6,0.102564103,NO
718,Female,0.276502173,1.5,5,0.209401709,NO
1053,Female,0.476655587,-0.5,3,0.641025641,YES
1303,Male,0.06300179,1.5,5,0,NO
1724,Female,0.802403477,-1.5,2,0.824786325,YES
1384,Female,0.320071593,-0.5,3,0,NO
1657,Male,0.023625671,-0.5,3,0,NO
333,Male,0.035438507,2.5,6,0,NO
1285,Male,0.140219893,-0.5,3,0.128205128,NO
85,Female,0.422449501,0.5,4,0.235042735,NO
1510,Female,0.408744567,2.5,6,0.393162393,NO
1755,Female,0.494042444,1.5,5,0.222222222,NO
571,Female,0.358015853,-0.5,3,0.307692308,NO
244,Female,0.100127845,1.5,5,0,NO
1603,Female,0.357760164,0.5,4,0,NO
1647,Female,0.242751215,1.5,5,0.303418803,NO
1693,Male,0.263973408,-0.5,3,0.081196581,NO
1431,Male,0.300281258,0.5,4,0.196581197,NO
762,Male,0.074252109,1.5,5,0.047008547,NO
1152,Male,0.21053439,-0.5,3,0.034188034,NO
1472,Female,0.013500384,2.5,6,0,NO
1186,Female,0.259319867,-0.5,3,0,NO
1453,Male,0.035438507,2.5,6,0.047008547,NO
1082,Male,0.387726924,-0.5,3,0.222222222,NO
247,Female,0.184505242,2.5,6,0,NO
1169,Female,0.217284582,0.5,4,0.128205128,NO
1718,Female,0.44356942,2.5,6,0.115384615,NO
1339,Male,0.142879059,-0.5,3,0.094017094,NO
855,Male,0.272564561,2.5,6,0.256410256,NO
926,Female,0.084377397,1.5,5,0,NO
553,Female,0.263155203,2.5,6,0.102564103,NO
160,Female,0.338788034,0.5,4,0.269230769,NO
149,Male,0.279723856,-0.5,3,0.128205128,NO
808,Female,0.118128356,2.5,6,0.047008547,NO
435,Female,0.261007415,2.5,6,0.282051282,NO
1144,Male,0.792124776,-1.5,2,0.696581197,YES
893,Male,0.176374329,1.5,5,0.162393162,NO
264,Male,0.501559703,2.5,6,0.487179487,NO
437,Male,0.547634876,2.5,6,0.538461538,YES
205,Female,0.172692406,2.5,6,0.282051282,NO
986,Female,0.301099463,0.5,4,0.222222222,NO
1575,Male,0.477218103,2.5,6,0.264957265,NO
1403,Male,0.064126822,0.5,4,0,NO
280,Female,0.330196881,2.5,6,0.141025641,NO
1687,Male,0.16087957,1.5,5,0,NO
1209,Male,0.176630018,1.5,5,0.188034188,NO
706,Male,0.070877014,0.5,4,0,NO
1365,Female,0.281411404,2.5,6,0.128205128,NO
839,Female,0.06862695,2.5,6,0,NO
227,Female,0.555612375,1.5,5,0.623931624,NO
249,Female,0.203375096,1.5,5,0.162393162,NO
132,Female,0.215750447,1.5,5,0.209401709,NO
745,Female,0.173254922,0.5,4,0,NO
966,Female,0.035438507,1.5,5,0,NO
427,Female,0.072564561,2.5,6,0,NO
1425,Male,0.088315009,2.5,6,0,NO
7,Female,0.414472002,1.5,5,0.196581197,NO
1188,Male,0.821119918,0.5,4,0.52991453,NO
200,Male,0.290974175,1.5,5,0.034188034,NO
1701,Male,0.171004858,-0.5,3,0.094017094,NO
1460,Female,0.208130913,2.5,6,0.094017094,NO
98,Female,0.245972897,2.5,6,0.222222222,NO
1740,Male,0.248222961,2.5,6,0.128205128,NO
376,Female,0.139503963,-0.5,3,0.094017094,NO
1516,Male,0.354538481,1.5,5,0.175213675,NO
179,Male,0.20490923,2.5,6,0.128205128,NO
1464,Female,0.434978266,-0.5,3,0.175213675,NO
99,Female,0.059064178,2.5,6,0,NO
8,Female,0.21053439,-0.5,3,0.034188034,NO
1750,Female,0.355254411,1.5,5,0.256410256,NO
640,Male,0.04893889,-0.5,3,0,NO
1044,Male,0.565993352,1.5,5,0.64957265,NO
326,Female,0.023625671,2.5,6,0,NO
897,Female,0.037126055,2.5,6,0,NO
120,Male,0.084377397,-0.5,3,0.047008547,NO
272,Male,0.060751726,0.5,4,0,NO
1683,Male,0.95597034,2.5,6,0.918803419,YES
1058,Male,0.863155203,2.5,6,0.683760684,YES
1686,Female,0.552646382,-0.5,3,0.495726496,NO
1269,Female,0.334032217,2.5,6,0.384615385,NO
103,Female,0.719713628,-0.5,3,0.683760684,YES
1124,Female,0.098440297,0.5,4,0,NO
1662,Male,0.293224239,-0.5,3,0.128205128,NO
