460,Male,0.255382255,-0.5,3,0,NO
1107,Female,0.327435439,-0.5,3,0.230769231,NO
241,Female,0.601585272,-2.5,1,0.495726496,YES
447,Male,0.145129123,-2.5,1,0.094017094,NO
893,Female,0.489644592,-2.5,1,0.448717949,NO
239,Male,0.748095116,-0.5,3,0.474358974,NO
1091,Female,0.334697008,-0.5,3,0,NO
1623,Male,0.409102531,-0.5,3,0.175213675,NO
115,Female,0.714804398,-0.5,3,0.670940171,YES
799,Male,0.44239325,-2.5,1,0.307692308,NO
1516,Female,0.526156993,-1.5,2,0.170940171,NO
1473,Female,0.027000767,-0.5,3,0,NO
398,Male,0.059064178,1.5,5,0,NO
589,Female,0.216006137,-0.5,3,0,NO
382,Female,0.536895935,-0.5,3,0.58974359,YES
1576,Male,0.461723344,1.5,5,0.14957265,NO
332,Male,0.013500384,0.5,4,0,NO
1116,Male,0.338072104,0.5,4,0,NO
896,Female,0.308003068,-0.5,3,0.115384615,NO
1515,Female,0.177192534,-0.5,3,0,NO
10,Female,0.584147277,-0.5,3,0.58974359,YES
236,Male,0.525083099,-2.5,1,0.354700855,NO
759,Female,0.503605216,2.5,6,0.175213675,NO
1371,Female,0.037841984,-2.5,1,0.034188034,NO
1138,Male,0.768038865,-2.5,1,0.452991453,YES
1689,Female,0.577959601,-2.5,1,0.636752137,YES
1276,Male,0.301815392,-0.5,3,0.068376068,NO
613,Male,0.153566863,-0.5,3,0,NO
1674,Female,0.86791102,-1.5,2,0.85042735,YES
971,Male,0.527077474,-0.5,3,0,NO
904,Female,0.822807466,-2.5,1,0.670940171,YES
1730,Female,0.395857837,1.5,5,0.341880342,NO
1248,Male,0.072564561,0.5,4,0,NO
1316,Female,0.198568141,0.5,4,0,NO
913,Female,0.357760164,0.5,4,0,NO
543,Female,0.439887497,-1.5,2,0,NO
1405,Male,0.184505242,-2.5,1,0,NO
401,Male,0.145129123,1.5,5,0,NO
103,Male,0.190130401,-2.5,1,0,NO
1388,Female,0.559089747,1.5,5,0.709401709,YES
1595,Female,0.449910509,0.5,4,0.14957265,NO
1709,Male,0.248069547,1.5,5,0,NO
1008,Male,0.536282281,-1.5,2,0.217948718,NO
272,Male,0.22950652,-0.5,3,0,NO
