518,0.297315825,-0.5,0.052320173
43,0.371721465,-0.5,0.046335296
128,0.386132033,1.5,0.115695908
189,0.8556526,0.5,0.522393703
241,0.346671228,-0.5,0.193264973
384,0.351635777,1.5,0.429236842
184,0.575536767,-1.5,0.351139989
164,0.324380563,-0.5,0.131058813
81,0.34768675,0.5,0.293561163
148,0.400903705,-1.5,0.12084717
261,0.383961379,-0.5,0.059247501
532,0.799123106,2.5,0.944680082
52,0.32137091,1.5,0.302710587
490,0.895325126,-2.5,0.608815464
479,0.209620905,-0.5,0.041346355
544,0.593734348,0.5,0.526725664
527,0.531484954,-1.5,0.41537807
396,0.45608352,-0.5,0.079813984
114,0.217176959,0.5,0.03744939
437,0.562940091,2.5,0.728589965
94,0.195880327,-0.5,0.03413286
467,0.237199499,2.5,0.044566338
162,0.375273168,-0.5,0.2507913
343,0.542971575,0.5,0.931910155
638,0.313792604,-2.5,0.366659368
248,0.552469771,-1.5,0.432721669
195,0.593880345,-0.5,0.278926325
150,0.679749688,-1.5,0.094891659
387,0.465674419,2.5,0.42861202
330,0.539032223,0.5,0.418696639
191,0.4224623,0.5,0.114743155
85,0.267080258,-0.5,0.427206326
404,0.699506874,-0.5,0.455343311
449,0.410520938,-0.5,0.129833819
157,0.198231158,-0.5,0.043572133
346,0.362873146,2.5,0.044512638
420,0.479402466,-2.5,0.695344046
220,0.318364465,-0.5,0.287202361
56,0.482124941,0.5,0.576530341
309,0.436720914,2.5,0.228293211
405,0.423269667,-1.5,0.487931178
48,0.192176701,0.5,0.032010939
183,0.277376374,-0.5,0.442210424
340,0.562106024,-1.5,0.973970095
105,0.385609503,0.5,0.066924633
618,0.511962475,1.5,0.112350142
643,0.299459227,1.5,0.254486496
230,0.341779354,0.5,0.252134967
129,0.455462179,-1.5,0.159171792
488,0.813244008,2.5,0.622170061
122,0.538130841,-1.5,0.176618456
198,0.644552924,-1.5,0.812465387
226,0.353689917,1.5,0.254078492
458,0.250714245,-0.5,0.061086958
536,0.826709863,0.5,0.536701705
383,0.569940668,-0.5,0.501092906
478,0.369119264,-0.5,0.058030539
67,0.413039646,0.5,0.60617606
382,0.464703487,0.5,0.497625456
477,0.450287131,-0.5,0.282729803
9,0.439521127,2.5,0.090092466
65,0.544844124,0.5,0.295592986
407,0.393779276,-1.5,0.070812714
439,0.293631948,0.5,0.045013932
457,0.319251937,-1.5,0.056240321
252,0.458576108,0.5,0.20910082
613,0.464489676,1.5,0.728491957
476,0.216642501,0.5,0.050428856
337,0.639475859,0.5,0.671415892
447,0.486839038,2.5,0.31430285
80,0.617314179,2.5,0.431647739
375,0.461075848,0.5,0.126880309
377,0.455857694,0.5,0.070437373
119,0.495733577,-1.5,0.111485396
166,0.482266475,-0.5,0.322813807
556,0.647284887,2.5,0.397800293
267,0.494320002,0.5,0.308640173
266,0.367403274,0.5,0.249120012
209,0.433044384,-0.5,0.541316723
158,0.189547529,-1.5,0.027062113
538,0.692345815,-1.5,0.479349496
398,0.695917271,-1.5,0.45816646
501,0.117693064,0.5,0.052152608
88,0.162448784,-0.5,0.038758641
295,0.628707603,2.5,0.387816067
361,0.194486945,-0.5,0.058138457
551,0.519089182,0.5,0.503793324
448,0.205380659,0.5,0.031428843
392,0.519033733,2.5,0.356600642
435,0.215077282,2.5,0.284010069
39,0.601687241,2.5,0.425473001
13,0.348972496,0.5,0.306543822
372,0.53471297,0.5,0.108970422
588,0.428246254,0.5,0.231832665
314,0.189748261,-1.5,0.024061195
311,0.560029011,-0.5,0.5875674
345,0.474252846,0.5,0.734802515
256,0.304553522,-0.5,0.063199303
496,0.004650383,0.5,0.06408716
264,0.642626794,-2.5,0.487448018
66,0.197487015,-1.5,0.059116438
548,0.653321153,2.5,0.630080556
118,0.330114302,0.5,0.054138957
445,0.192380867,-0.5,0.029982558
344,0.39587146,2.5,0.126952694
207,0.781110264,-0.5,0.446640224
291,0.624214145,-1.5,0.569560091
250,0.545313601,-0.5,0.443151402
471,0.348381928,-1.5,0.137261687
31,0.235105922,-1.5,0.107242669
176,0.681368423,-0.5,0.498918475
489,0.191266707,-0.5,0.032302032
524,0.530214563,2.5,0.418090411
581,0.485023867,-0.5,0.146171366
87,0.665325776,2.5,0.730505012
126,0.429723012,0.5,0.218024307
495,0.260811532,1.5,0.172286407
465,0.195483009,0.5,0.046590281
564,0.658127777,2.5,0.773509848
639,0.53790148,0.5,0.171037887
616,0.539336952,0.5,0.238556513
254,0.488951691,2.5,0.329231218
328,0.351090444,-1.5,0.172697742
257,0.40098598,-1.5,0.096399756
269,0.437616094,0.5,0.15479955
243,0.769133896,0.5,0.53804476
428,0.710227684,0.5,0.455733729
146,0.512261169,-2.5,0.262910092
113,0.283547529,2.5,0.068572952
612,0.516142734,0.5,0.338151177
205,0.620909358,-1.5,0.52449286
637,0.588047598,-1.5,0.637028007
640,0.255993214,-0.5,0.153171407
376,0.53011674,-1.5,0.595861156
607,0.339179449,-0.5,0.263805108
474,0.321380911,-0.5,0.079858973
53,0.203800038,0.5,0.051145452
46,0.191457187,2.5,0.04542464
570,0.520998357,1.5,0.33804634
619,0.820296403,-2.5,0.712481019
357,0.609303107,-0.5,0.355071291
632,0.458146854,2.5,0.179977626
370,0.27153067,-1.5,0.092593199
202,0.549049517,-1.5,0.219444142
321,0.497914427,0.5,0.706844728
582,0.568852401,-2.5,0.433470451
329,0.573301298,0.5,0.078826544
535,0.675513438,-1.5,0.172243326
470,0.191500857,0.5,0.037761045
212,0.478034793,-1.5,0.533073766
606,0.354244746,2.5,0.246691122
468,0.345775618,0.5,0.118304195
408,0.518149641,2.5,0.109784634
575,0.326448001,-0.5,0.238508338
33,0.594300591,-1.5,0.274927579
199,0.618123843,-1.5,0.301371824
187,0.601122905,-0.5,0.615199051
142,0.789066374,-0.5,0.900467575
165,0.28454431,0.5,0.076328538
234,0.420006843,-1.5,0.602973997
133,0.484758493,1.5,0.292064983
475,0,-0.5,0.04872101
62,0.338073985,0.5,0.048738116
509,0.443569729,-0.5,0.242043936
174,0.529161244,-1.5,0.277467003
502,0.0938852,-0.5,0.046304975
244,0.322653076,-1.5,0.136523045
132,0.363841325,0.5,0.063776222
23,0.221149888,-0.5,0.090654341
302,0.34886095,0.5,0.178609255
320,0.443792269,-0.5,0.002696087
422,0.703690597,-2.5,0.791535377
225,0.427057872,-1.5,0.355699406
108,0.481923369,-0.5,0.0212016
249,0.432339436,-0.5,0.165381683
194,0.245430526,0.5,0.232750678
109,0.285457264,-0.5,0.067050311
112,0.302699795,0.5,0.076930318
584,0.368179185,-1.5,0.118478902
558,0.482194037,2.5,0.541529856
636,0.540084727,-0.5,0.350724059
464,0.539495938,0.5,0.420354585
397,0.670882719,-1.5,0.794766779
549,0.723730076,0.5,0.236570059
647,0.556067517,0.5,0.183030547
519,0.36510397,0.5,0.046246353
307,0.21633738,-0.5,0.119195649
440,0.35075695,1.5,0.229761784
19,0.213978741,1.5,0.092333612
417,0.387019425,-1.5,0.290989883
323,0.476664136,-0.5,0.710166266
178,0.421626011,-1.5,0.312775208
506,0.668480913,1.5,0.265745053
550,0.579824233,-1.5,0.290013483
145,0.203174916,-0.5,0.136300196
275,0.868106523,1.5,0.558687389
213,0.349546278,-0.5,0.109463056
356,0.335936778,-0.5,0.126787192
630,0.637066472,-1.5,0.446079808
579,0.206216559,-1.5,0.053584395
381,0.201596987,0.5,0.046668725
18,0.203713206,2.5,0.085256558
79,0.42083105,0.5,0.26623079
38,0.357027637,-0.5,0.203340152
229,0.587399182,-0.5,0.351057196
99,0.629678949,1.5,0.415234551
153,0.435009806,-0.5,0.401777042
576,0.433847773,-1.5,0.281861121
545,0.571716147,0.5,0.306217988
614,0.201813015,1.5,0.047587538
116,0.489736238,0.5,0.055937398
57,0.2125404,-0.5,0.385565502
421,0.247678821,-1.5,0.096549354
547,0.191414328,-0.5,0.02918
520,0.486971613,-1.5,0.449622851
352,0.514135526,-1.5,0.104375129
611,0.228456435,0.5,0.081585997
434,0.536679549,-0.5,0.274302033
483,0.227298071,-0.5,0.07630899
418,0.506336919,-0.5,0.127289831
279,0.817032322,2.5,0.686162866
77,0.438464275,2.5,0.37783839
98,0.292299301,-0.5,0.048902324
566,0.253539999,-0.5,0.164239114
163,0.767776352,-1.5,0.620386179
602,0.782609475,2.5,0.38278535
625,0.18987762,1.5,0.117671537
482,0.754018468,-2.5,0.741279953
26,0.30198777,-0.5,0.172493714
413,0.660465768,1.5,0.614397815
16,0.893778317,-1.5,0.236714105
542,0.655985742,-1.5,0.242740784
503,0.494372914,0.5,0.753091121
289,0.380064591,-0.5,0.221022401
461,0.262482431,-1.5,0.180615346
410,0.556914486,-0.5,0.045462966
188,0.719233027,-0.5,0.170870257
430,0.616893294,-1.5,0.63887818
14,0.561450251,0.5,0.042548116
436,0.480335687,0.5,0.297719754
433,0.719421052,-2.5,0.936124694
181,0.665644965,-1.5,0.515912197
170,0.55983885,-0.5,0.367019811
460,0.386281322,1.5,0.165162973
50,0.265459639,1.5,0.036783927
374,0.542762658,-1.5,0.357924887
451,0.367091192,0.5,0.244040641
151,0.432334518,-0.5,0.045569538
120,0.5255264,-0.5,0.176641663
371,0.257930336,-1.5,0.123919161
504,0.665734428,-0.5,0.286927368
110,0.30091177,0.5,0.063184493
70,0.200936718,-0.5,0.040737613
217,0.407821444,-0.5,0.10579948
487,0.541904642,-1.5,0.254187263
324,0.489649482,-0.5,0.502627979
232,0.526805848,-1.5,0.409597892
179,0.410447224,-0.5,0.058455259
595,0.632308929,-0.5,0.217855016
258,0.641639781,2.5,0.429461688
37,0.345049335,2.5,0.053571817
318,0.362036264,2.5,0.168452103
598,0.221698891,0.5,0.057033609
247,0.216556413,0.5,0.088039023
462,0.534971196,-1.5,0.225468305
203,0.562355245,2.5,0.063086427
185,0.466238818,-1.5,0.219969597
152,0.23426991,-1.5,0.080464464
336,0.719086092,-2.5,0.648286321
224,0.882897398,0.5,0.808289168
400,0.33574576,-1.5,0.150349742
633,0.56849949,0.5,0.243606905
491,0.098405667,-1.5,0.051761044
211,0.388365313,-1.5,0.4609828
8,0.375812504,2.5,0.244891214
268,0.760507851,-1.5,0.737697335
567,0.367645424,-0.5,0.257503591
51,0.441606127,1.5,0.461737919
629,0.628170394,-1.5,0.653958727
645,0.529563554,-1.5,0.299392578
21,0.194665953,0.5,0.043858555
36,0.590674999,-1.5,0.126717116
540,0.665341001,-0.5,0.302590831
86,0.48265215,2.5,0.232847247
265,0.272686103,-1.5,0.048623502
253,0.667050215,0.5,0.584016094
353,0.270042732,-0.5,0.101042475
84,0.248879646,2.5,0.101405329
369,0.335416014,1.5,0.240663402
443,0.482614913,2.5,0.323897618
385,0.472047097,-0.5,0.29808861
368,0.34619073,0.5,0.049362144
354,0.274522563,-0.5,0.087055382
190,0.422066051,-0.5,0.452174902
182,0.542846975,-1.5,0.478639551
58,0.34488088,-1.5,0.220246245
386,0.260286921,2.5,0.237203586
93,0.406832797,-0.5,0.283210621
486,0.785545821,-1.5,0.812495948
514,0.27716819,1.5,0.035334978
338,0.681255175,0.5,0.37123997
210,0.495697458,-0.5,0.051902104
414,0.331672811,0.5,0.402865581
572,0.242827394,0.5,0.16726804
589,0.48864447,-1.5,0.032543063
285,0.510596535,-1.5,0.353186741
222,0.435513951,0.5,0.468000871
233,0.456203107,0.5,0.531817679
562,0.196656936,0.5,0.042674292
446,0.209007326,-0.5,0.146418646
513,0.388888024,-1.5,0.298608378
290,0.560457462,0.5,0.480150865
141,0.216115149,-0.5,0.101697986
287,0.414300552,-0.5,0.150115022
95,0.288425015,2.5,0.042528452
573,0.403767126,-0.5,0.28983985
127,0.488767381,2.5,0.260595573
534,0.483713563,-1.5,0.332403742
47,0.192779483,0.5,0.237978769
431,0.607215362,2.5,0.628763675
72,0.482816456,2.5,0.702933555
580,0.34872768,-0.5,0.218553803
533,0.45996884,1.5,0.290165394
601,0.337794124,1.5,0.177592224
427,0.662818688,-1.5,0.521634659
317,0.704507845,2.5,0.599248636
29,0.37925694,-0.5,0.453911828
411,0.237074868,0.5,0.062204276
208,0.399008795,2.5,0.328053381
186,0.615713374,-1.5,0.415537401
429,0.772162004,-2.5,0.56602637
623,0.714263961,0.5,0.509305528
348,0.372549158,-1.5,0.217857648
596,0.62605635,-1.5,0.760862741
197,0.26146511,0.5,0.183683536
102,0.914278798,1.5,0.757571953
32,0.385441439,-0.5,0.377602967
507,0.361722224,-1.5,0.070418861
111,0.364097691,-0.5,0.047766539
571,0.492189254,2.5,0.321474593
500,0.325056157,0.5,0.289271724
1,0.407887882,-1.5,0.628495047
283,0.568232978,-1.5,0.241487166
456,0.458968801,2.5,0.200978057
200,0.354681964,1.5,0.464355215
121,0.531197662,-0.5,0.235543536
296,0.696656587,-0.5,0.481794823
593,0.528495674,0.5,0.527034825
11,0.119852446,1.5,0.06429293
299,0.28127378,0.5,0.24768699
41,0.196980288,2.5,0.101968594
554,0.610108177,-1.5,0.185269756
228,0.217693781,-0.5,0.096903324
389,0.269250262,2.5,0.036585726
298,0.467746711,-1.5,0.195798144
